Title,Year,Genres,Rating,Votes,Type
The Lord of the Rings: The Return of the King,2003,"Adventure,Drama,Fantasy",9.0,2149997,movie
The Lord of the Rings: The Two Towers,2002,"Adventure,Drama,Fantasy",8.8,1942915,movie
The Sixth Sense,1999,"Drama,Mystery,Thriller",8.2,1137068,movie
Pokémon,1997,"Action,Adventure,Animation",7.6,54411,tvSeries
Dancer in the Dark,2000,"Crime,Drama,Musical",7.9,123371,movie
Lagaan: Once Upon a Time in India,2001,"Drama,Musical,Sport",8.1,128822,movie
American Beauty,1999,Drama,8.3,1274869,movie
Neon Genesis Evangelion: The End of Evangelion,1997,"Action,Animation,Drama",8.1,75648,movie
How the Grinch Stole Christmas,2000,"Comedy,Family,Fantasy",6.4,331865,movie
The Haunting,1999,"Fantasy,Horror,Mystery",5.0,84390,movie
Keeping the Faith,2000,"Comedy,Drama,Romance",6.4,54312,movie
Boys Don't Cry,1999,"Biography,Crime,Drama",7.5,107416,movie
Bad Boys II,2003,"Action,Comedy,Crime",6.6,287018,movie
"Girl, Interrupted",1999,"Biography,Drama",7.3,233143,movie
Gladiator,2000,"Action,Adventure,Drama",8.5,1834734,movie
Kuch Kuch Hota Hai,1998,"Comedy,Drama,Musical",7.5,62390,movie
Final Fantasy: The Spirits Within,2001,"Action,Adventure,Animation",6.4,85780,movie
The Hurricane,1999,"Biography,Drama,Sport",7.6,107250,movie
The Powerpuff Girls,1998,"Action,Adventure,Animation",7.3,52511,tvSeries
Scary Movie,2000,Comedy,6.3,320273,movie
Magnolia,1999,Drama,8.0,348525,movie
Galaxy Quest,1999,"Adventure,Comedy,Sci-Fi",7.4,190601,movie
The Perfect Storm,2000,"Action,Adventure,Drama",6.5,187660,movie
The Ring,1998,"Horror,Mystery",7.2,85287,movie
But I'm a Cheerleader,1999,"Comedy,Drama,Romance",6.9,50730,movie
15 Minutes,2001,"Action,Crime,Drama",6.1,53448,movie
Quills,2000,"Biography,Drama",7.2,58954,movie
Requiem for a Dream,2000,Drama,8.3,967884,movie
Blue Streak,1999,"Action,Comedy,Crime",6.4,93991,movie
Finding Forrester,2000,"Drama,Sport",7.3,92966,movie
Minority Report,2002,"Action,Crime,Mystery",7.6,618278,movie
Terminator 3: Rise of the Machines,2003,"Action,Sci-Fi",6.3,435512,movie
Traffic,2000,"Crime,Drama,Thriller",7.5,229685,movie
Almost Famous,2000,"Adventure,Comedy,Drama",7.9,313647,movie
Boiler Room,2000,"Crime,Drama,Thriller",7.0,59884,movie
Family Guy,1999,"Animation,Comedy",8.1,386619,tvSeries
Bicentennial Man,1999,"Drama,Romance,Sci-Fi",6.9,131320,movie
"Me, Myself & Irene",2000,Comedy,6.6,264090,movie
Mission to Mars,2000,"Adventure,Sci-Fi,Thriller",5.7,79411,movie
Phone Booth,2002,"Crime,Thriller",7.1,300752,movie
A Knight's Tale,2001,"Action,Adventure,Drama",7.0,218335,movie
Taxi 2,2000,"Action,Comedy,Crime",6.5,62663,movie
Shanghai Noon,2000,"Action,Adventure,Comedy",6.6,141783,movie
Wonder Boys,2000,"Comedy,Drama",7.2,68856,movie
All About My Mother,1999,"Comedy,Drama,Romance",7.8,109133,movie
Battlefield Earth,2000,"Action,Adventure,Sci-Fi",2.5,85649,movie
House on Haunted Hill,1999,"Horror,Mystery,Thriller",5.6,63327,movie
Little Nicky,2000,"Comedy,Fantasy",5.3,119047,movie
The Blair Witch Project,1999,"Horror,Mystery",6.5,314114,movie
Frequency,2000,"Crime,Drama,Mystery",7.4,122829,movie
Space Cowboys,2000,"Action,Adventure,Thriller",6.5,90815,movie
Gone in 60 Seconds,2000,"Action,Crime,Thriller",6.5,308928,movie
The Patriot,2000,"Action,Drama,War",7.2,311268,movie
Spaced,1999,Comedy,8.5,60558,tvSeries
Blade II,2002,"Action,Horror,Sci-Fi",6.7,251366,movie
The Whole Nine Yards,2000,"Comedy,Crime",6.7,135988,movie
"Crouching Tiger, Hidden Dragon",2000,"Action,Adventure,Drama",7.9,293250,movie
"O Brother, Where Art Thou?",2000,"Adventure,Comedy,Crime",7.7,350113,movie
Vertical Limit,2000,"Action,Adventure,Drama",6.0,68871,movie
The Replacements,2000,"Comedy,Sport",6.6,74129,movie
28 Days,2000,"Comedy,Drama",6.1,57477,movie
Freaks and Geeks,1999,"Comedy,Drama",8.8,163907,tvSeries
Erin Brockovich,2000,"Biography,Drama",7.5,243888,movie
Final Destination,2000,"Horror,Thriller",6.7,331910,movie
Zoolander,2001,Comedy,6.5,314837,movie
"Monsters, Inc.",2001,"Adventure,Animation,Comedy",8.1,1066884,movie
Red Planet,2000,"Action,Sci-Fi,Thriller",5.7,62276,movie
The West Wing,1999,Drama,8.9,98535,tvSeries
The Bank Job,2008,"Crime,Thriller",7.2,196484,movie
Coyote Ugly,2000,"Comedy,Drama,Music",5.8,128049,movie
Moulin Rouge!,2001,"Drama,Musical,Romance",7.5,313156,movie
Men of Honor,2000,"Biography,Drama",7.2,131217,movie
Sexy Beast,2000,"Crime,Drama,Thriller",7.3,75434,movie
Law & Order: Special Victims Unit,1999,"Crime,Drama,Mystery",8.1,143308,tvSeries
Bring It On,2000,"Comedy,Romance,Sport",6.2,113722,movie
Deuce Bigalow: Male Gigolo,1999,"Comedy,Romance",5.7,84751,movie
Save the Last Dance,2001,"Drama,Music,Romance",6.2,68819,movie
Joy Ride,2001,"Mystery,Thriller",6.6,81501,movie
SpongeBob SquarePants,1999,"Animation,Comedy,Family",8.2,124530,tvSeries
Children of Men,2006,"Drama,Sci-Fi,Thriller",7.9,562862,movie
What Women Want,2000,"Comedy,Fantasy,Romance",6.5,238333,movie
Big Momma's House,2000,"Action,Comedy,Crime",5.3,95518,movie
Snatch,2000,"Comedy,Crime",8.2,971825,movie
Memento,2000,"Drama,Mystery,Thriller",8.4,1426357,movie
The Mummy Returns,2001,"Action,Adventure,Fantasy",6.4,365539,movie
The Wedding Planner,2001,"Comedy,Romance",5.4,92434,movie
The Cell,2000,"Crime,Horror,Sci-Fi",6.4,115477,movie
Ginger Snaps,2000,"Drama,Fantasy,Horror",6.8,57262,movie
Remember the Titans,2000,"Biography,Comedy,Drama",7.8,248236,movie
Jason X,2001,"Action,Horror,Sci-Fi",4.5,66451,movie
Amélie,2001,"Comedy,Romance",8.3,836238,movie
Awake,2007,"Crime,Drama,Mystery",6.5,86666,movie
Meet the Parents,2000,"Comedy,Romance",7.0,376501,movie
Miss Congeniality,2000,"Action,Comedy,Crime",6.4,246799,movie
Malcolm in the Middle,2000,"Comedy,Drama,Family",8.2,155951,tvSeries
2046,2004,"Drama,Romance,Sci-Fi",7.4,65383,movie
A.I. Artificial Intelligence,2001,"Adventure,Drama,Sci-Fi",7.2,337824,movie
Hannibal,2001,"Crime,Drama,Thriller",6.8,312324,movie
Pearl Harbor,2001,"Action,Drama,Romance",6.3,368039,movie
Cowboy Bebop,1998,"Action,Adventure,Animation",8.9,167169,tvSeries
Malena,2000,"Drama,Romance,War",7.4,123988,movie
Dragon Ball Z,1996,"Action,Adventure,Animation",8.8,175333,tvSeries
Road Trip,2000,Comedy,6.5,187890,movie
Enemy at the Gates,2001,"Action,Drama,War",7.5,292037,movie
The 6th Day,2000,"Action,Mystery,Sci-Fi",6.0,133451,movie
Gangs of New York,2002,"Crime,Drama",7.5,502673,movie
Unbreakable,2000,"Drama,Mystery,Sci-Fi",7.3,465770,movie
Best in Show,2000,Comedy,7.5,74558,movie
Original Sin,2001,"Crime,Drama,Mystery",6.0,63270,movie
The Family Man,2000,"Comedy,Drama,Fantasy",6.9,130443,movie
The Gift,2000,"Drama,Fantasy,Horror",6.7,80706,movie
Bandits,2001,"Action,Comedy,Crime",6.5,74109,movie
Halloween: Resurrection,2002,"Horror,Thriller",3.9,53695,movie
Courage the Cowardly Dog,1999,"Adventure,Animation,Comedy",8.3,56751,tvSeries
Blow,2001,"Biography,Crime,Drama",7.5,286591,movie
Pay It Forward,2000,Drama,7.2,128444,movie
The Score,2001,"Crime,Drama,Thriller",6.8,142968,movie
Spy Kids,2001,"Action,Adventure,Comedy",5.6,135169,movie
Formula 51,2001,"Action,Comedy,Crime",6.3,52546,movie
Ghosts of Mars,2001,"Action,Horror,Sci-Fi",4.9,61439,movie
Proof of Life,2000,"Action,Drama,Thriller",6.3,60827,movie
The Crimson Rivers,2000,"Crime,Mystery,Thriller",6.9,69490,movie
Atlantis: The Lost Empire,2001,"Action,Adventure,Animation",6.9,146674,movie
Bedazzled,2000,"Comedy,Fantasy",6.1,118653,movie
The Others,2001,"Horror,Mystery,Thriller",7.6,424614,movie
Sweet November,2001,"Drama,Romance",6.7,98576,movie
The Fast and the Furious,2001,"Action,Crime,Thriller",6.8,454277,movie
3000 Miles to Graceland,2001,"Action,Comedy,Crime",6.0,50953,movie
Collateral Damage,2002,"Action,Drama,Thriller",5.5,80819,movie
The Matrix Reloaded,2003,"Action,Sci-Fi",7.2,667331,movie
Audition,1999,"Drama,Horror,Mystery",7.1,98405,movie
The Fairly OddParents,2001,"Adventure,Animation,Comedy",7.2,51571,tvSeries
The Mexican,2001,"Adventure,Comedy,Drama",6.1,120669,movie
Coupling,2000,"Comedy,Romance",8.5,50073,tvSeries
Brotherhood of the Wolf,2001,"Action,Adventure,Drama",7.0,76427,movie
The Pledge,2001,"Crime,Drama,Mystery",6.7,76777,movie
Equilibrium,2002,"Action,Drama,Sci-Fi",7.3,361120,movie
Queen of the Damned,2002,"Drama,Fantasy,Horror",5.3,63928,movie
Gilmore Girls,2000,"Comedy,Drama",8.2,172361,tvSeries
Devdas,2002,"Drama,Musical,Romance",7.6,51867,movie
Cats & Dogs,2001,"Action,Adventure,Comedy",5.2,65415,movie
Kung Pow: Enter the Fist,2002,"Action,Comedy",6.2,50641,movie
Freddy Got Fingered,2001,Comedy,4.7,53993,movie
Ocean's Eleven,2001,"Crime,Thriller",7.7,669290,movie
Serendipity,2001,"Comedy,Romance",6.8,131144,movie
Chocolat,2000,"Drama,Romance",7.2,209745,movie
Harry Potter and the Sorcerer's Stone,2001,"Adventure,Family,Fantasy",7.7,944458,movie
"Dude, Where's My Car?",2000,"Comedy,Mystery,Sci-Fi",5.5,152139,movie
Hera Pheri,2000,"Action,Comedy,Crime",8.2,80077,movie
The Matrix Revolutions,2003,"Action,Sci-Fi",6.7,572868,movie
Waking Life,2001,"Animation,Drama,Fantasy",7.6,69317,movie
The Man Who Wasn't There,2001,"Crime,Drama",7.5,120022,movie
Bridget Jones's Diary,2001,"Comedy,Drama,Romance",6.8,285603,movie
Stuart Little 2,2002,"Adventure,Comedy,Family",5.5,61623,movie
Wet Hot American Summer,2001,"Comedy,Romance",6.5,63535,movie
40 Days and 40 Nights,2002,"Comedy,Romance",5.6,78306,movie
Swordfish,2001,"Action,Crime,Thriller",6.5,202856,movie
Star Trek: Enterprise,2001,"Action,Adventure,Drama",7.6,63848,tvSeries
Spirited Away,2001,"Adventure,Animation,Family",8.6,958116,movie
Windtalkers,2002,"Action,Drama,War",6.1,76962,movie
Y Tu Mamá También,2001,Drama,7.7,140084,movie
Thir13en Ghosts,2001,"Fantasy,Horror",5.6,100521,movie
Joe Dirt,2001,"Adventure,Comedy,Drama",6.0,65111,movie
Amores Perros,2000,"Drama,Thriller",8.0,271811,movie
Bulletproof Monk,2003,"Action,Comedy,Fantasy",5.5,53821,movie
The Count of Monte Cristo,2002,"Action,Adventure,Drama",7.7,158954,movie
Die Another Day,2002,"Action,Adventure,Thriller",6.1,239471,movie
Donnie Darko,2001,"Drama,Mystery,Sci-Fi",8.0,906635,movie
CSI: Crime Scene Investigation,2000,"Crime,Drama,Mystery",7.7,93720,tvSeries
Nine Queens,2000,"Crime,Drama,Thriller",7.9,62276,movie
The Princess Diaries,2001,"Comedy,Family,Romance",6.4,180488,movie
Super Troopers,2001,"Comedy,Crime,Mystery",7.0,118214,movie
Kabhi Khushi Kabhie Gham...,2001,"Drama,Musical,Romance",7.5,62592,movie
Six Feet Under,2001,"Comedy,Drama",8.7,166614,tvSeries
Ali,2001,"Biography,Drama,Sport",6.7,109907,movie
Billy Elliot,2000,"Drama,Music",7.7,151221,movie
Asterix & Obelix: Mission Cleopatra,2002,"Adventure,Comedy,Family",6.7,62622,movie
The Experiment,2001,"Drama,Thriller",7.7,98670,movie
Legally Blonde,2001,"Comedy,Romance",6.5,281403,movie
Rat Race,2001,"Action,Adventure,Comedy",6.5,129927,movie
Unfaithful,2002,"Drama,Romance,Thriller",6.7,106851,movie
Evolution,2001,"Comedy,Sci-Fi",6.1,142420,movie
Hart's War,2002,"Drama,War",6.4,57668,movie
How to Lose a Guy in 10 Days,2003,"Comedy,Romance",6.5,317624,movie
John Q,2002,"Crime,Drama,Thriller",7.1,152902,movie
House of 1000 Corpses,2003,Horror,6.0,99662,movie
Maid in Manhattan,2002,"Comedy,Drama,Romance",5.4,101938,movie
American Pie 2,2001,Comedy,6.5,285658,movie
The Pianist,2002,"Biography,Drama,Music",8.5,1005347,movie
Reign of Fire,2002,"Action,Adventure,Fantasy",6.2,152125,movie
Star Trek: Nemesis,2002,"Action,Adventure,Sci-Fi",6.4,87583,movie
The Sweetest Thing,2002,"Comedy,Romance",5.2,65708,movie
The Piano Teacher,2001,"Drama,Music,Romance",7.5,79836,movie
The Animal,2001,"Comedy,Sci-Fi",4.9,67263,movie
The Devil's Backbone,2001,"Drama,Horror,Thriller",7.3,75200,movie
Shallow Hal,2001,"Comedy,Drama,Fantasy",6.0,153460,movie
Sweet Home Alabama,2002,"Comedy,Romance",6.2,133457,movie
Road to Perdition,2002,"Crime,Drama,Thriller",7.6,299483,movie
S.W.A.T.,2003,"Action,Adventure,Crime",6.1,159526,movie
Scary Movie 2,2001,"Comedy,Horror",5.4,191020,movie
About Schmidt,2002,Drama,7.2,137787,movie
High Crimes,2002,"Crime,Drama,Mystery",6.4,51410,movie
Panic Room,2002,"Crime,Drama,Thriller",6.8,313368,movie
S1m0ne,2002,"Comedy,Drama,Sci-Fi",6.1,64120,movie
The Bourne Identity,2002,"Action,Mystery,Thriller",7.8,610531,movie
Ghost Rider,2007,"Action,Fantasy,Thriller",5.3,267651,movie
My Big Fat Greek Wedding,2002,"Comedy,Drama,Romance",6.6,150806,movie
Vanilla Sky,2001,"Fantasy,Mystery,Romance",6.9,307011,movie
Don't Say a Word,2001,"Drama,Mystery,Thriller",6.3,65812,movie
Jay and Silent Bob Strike Back,2001,Comedy,6.8,166032,movie
Session 9,2001,"Drama,Horror,Mystery",6.4,66828,movie
Black Books,2000,Comedy,8.4,64220,tvSeries
Jeepers Creepers,2001,"Horror,Mystery",6.2,156550,movie
Uptown Girls,2003,"Comedy,Drama,Romance",6.3,51981,movie
Curb Your Enthusiasm,2000,Comedy,8.8,165431,tvSeries
Basic,2003,"Crime,Drama,Mystery",6.4,69489,movie
Catch Me If You Can,2002,"Biography,Crime,Drama",8.1,1224004,movie
Changing Lanes,2002,"Drama,Thriller",6.5,77657,movie
Frailty,2001,"Crime,Drama,Thriller",7.2,99066,movie
Murder by Numbers,2002,"Crime,Mystery,Thriller",6.2,66141,movie
America's Sweethearts,2001,"Comedy,Romance",5.7,62740,movie
Black Hawk Down,2001,"Action,Drama,History",7.7,452200,movie
The Girl Next Door,2004,"Comedy,Drama,Romance",6.7,261396,movie
The Mothman Prophecies,2002,"Drama,Horror,Mystery",6.4,89239,movie
One Hour Photo,2002,"Drama,Thriller",6.8,139259,movie
The Royal Tenenbaums,2001,"Comedy,Drama",7.6,332503,movie
Battle Royale,2000,"Action,Drama,Thriller",7.5,206330,movie
A Man Apart,2003,"Action,Crime,Drama",6.0,51075,movie
Duplex,2003,Comedy,5.9,65352,movie
Finding Nemo,2003,"Adventure,Animation,Comedy",8.2,1199565,movie
Kill Bill: Vol. 1,2003,"Action,Crime,Thriller",8.2,1297388,movie
Rush Hour 2,2001,"Action,Comedy,Crime",6.7,258747,movie
Spy Game,2001,"Action,Crime,Thriller",7.1,177174,movie
K-19: The Widowmaker,2002,"Drama,History,Thriller",6.7,71780,movie
The One,2001,"Action,Sci-Fi,Thriller",5.9,99576,movie
Scooby-Doo,2002,"Adventure,Comedy,Family",5.4,139501,movie
Adaptation.,2002,"Comedy,Drama",7.6,213263,movie
Ice Age,2002,"Adventure,Animation,Comedy",7.5,560993,movie
The Time Machine,2002,"Action,Adventure,Sci-Fi",6.0,135480,movie
A Beautiful Mind,2001,"Biography,Drama,Mystery",8.2,1048614,movie
The Majestic,2001,"Drama,Romance",6.9,60584,movie
The Hunted,2003,"Action,Crime,Drama",6.1,54600,movie
Confessions of a Dangerous Mind,2002,"Biography,Comedy,Crime",7.0,95312,movie
Kiss of the Dragon,2001,"Action,Crime,Thriller",6.6,69447,movie
Eight Legged Freaks,2002,"Action,Adventure,Comedy",5.5,62858,movie
National Security,2003,"Action,Comedy,Crime",5.6,57443,movie
The Last Castle,2001,"Action,Drama,Thriller",7.0,90686,movie
K-PAX,2001,"Drama,Mystery,Sci-Fi",7.4,201940,movie
Punch-Drunk Love,2002,"Comedy,Drama,Romance",7.3,196859,movie
Orange County,2002,"Comedy,Drama",6.2,53814,movie
Johnny English,2003,"Action,Adventure,Comedy",6.3,184586,movie
The Hours,2002,"Drama,Romance",7.5,146576,movie
Secretary,2002,"Comedy,Drama,Romance",6.9,108729,movie
Justice League,2001,"Action,Adventure,Animation",8.5,56762,tvSeries
Cowboy Bebop: The Movie - Knockin' on Heaven's Door,2001,"Action,Animation,Crime",7.8,57032,movie
Bad Education,2004,"Crime,Drama",7.4,65742,movie
Lilo & Stitch,2002,"Adventure,Animation,Comedy",7.4,242092,movie
About a Boy,2002,"Comedy,Drama,Romance",7.1,199544,movie
Dogville,2003,"Crime,Drama",8.0,167845,movie
I Am Sam,2001,Drama,7.6,161648,movie
The Scorpion King,2002,"Action,Adventure,Fantasy",5.5,151261,movie
Not Another Teen Movie,2001,"Comedy,Romance",5.8,125512,movie
We Were Soldiers,2002,"Action,Drama,History",7.2,159016,movie
Samurai Jack,2001,"Action,Adventure,Animation",8.5,66122,tvSeries
Enough,2002,"Crime,Drama,Thriller",5.8,51017,movie
How High,2001,"Comedy,Fantasy",6.2,65081,movie
Insomnia,2002,"Drama,Mystery,Thriller",7.2,340374,movie
Smallville,2001,"Action,Adventure,Drama",7.5,150774,tvSeries
Dragon Ball,1995,"Action,Adventure,Animation",8.5,75129,tvSeries
Bad Company,2002,"Action,Comedy,Thriller",5.6,51906,movie
Mr. Deeds,2002,"Comedy,Romance",5.8,163096,movie
Dog Soldiers,2002,"Action,Horror,Thriller",6.8,70711,movie
Gosford Park,2001,"Comedy,Drama,Mystery",7.2,101680,movie
A Walk to Remember,2002,"Drama,Romance",7.3,230507,movie
Bubba Ho-Tep,2002,"Comedy,Fantasy,Horror",6.9,54010,movie
Van Wilder,2002,"Comedy,Romance",6.4,120398,movie
No Man's Land,2001,"Comedy,Drama,War",7.9,50415,movie
Showtime,2002,"Action,Comedy,Crime",5.6,67100,movie
Ali G Indahouse,2002,Comedy,6.2,99379,movie
24,2001,"Action,Crime,Drama",8.4,206135,tvSeries
Alias,2001,"Action,Drama,Mystery",7.6,57517,tvSeries
Scrubs,2001,"Comedy,Drama",8.4,283602,tvSeries
Cube²: Hypercube,2002,"Horror,Mystery,Sci-Fi",5.5,72842,movie
Dreamcatcher,2003,"Drama,Horror,Sci-Fi",5.5,100878,movie
Monster's Ball,2001,"Drama,Romance",7.0,98156,movie
Once Upon a Time in Mexico,2003,"Action,Crime,Thriller",6.3,176003,movie
Signs,2002,"Drama,Mystery,Sci-Fi",6.8,412204,movie
Shaolin Soccer,2001,"Action,Comedy,Fantasy",7.3,96207,movie
The Triplets of Belleville,2003,"Adventure,Animation,Comedy",7.7,59243,movie
The Shield,2002,"Crime,Drama,Thriller",8.7,96837,tvSeries
Bend It Like Beckham,2002,"Comedy,Drama,Romance",6.7,122464,movie
Hulk,2003,"Action,Sci-Fi",5.7,291518,movie
What a Girl Wants,2003,"Comedy,Drama,Family",5.8,70371,movie
Talk to Her,2002,"Drama,Mystery,Romance",7.9,121407,movie
Spy Kids 2: Island of Lost Dreams,2002,"Action,Adventure,Comedy",5.3,78484,movie
Daredevil,2003,"Action,Crime,Drama",5.3,240096,movie
Ghost Ship,2002,"Horror,Mystery,Thriller",5.6,116598,movie
28 Days Later,2002,"Drama,Horror,Sci-Fi",7.5,540967,movie
Red Dragon,2002,"Crime,Drama,Thriller",7.2,310434,movie
Analyze That,2002,"Comedy,Crime",5.9,92662,movie
The Butterfly Effect,2004,"Drama,Sci-Fi,Thriller",7.6,553362,movie
The Life of David Gale,2003,"Crime,Drama,Mystery",7.5,131898,movie
Meet the Fockers,2004,"Comedy,Romance",6.4,301092,movie
The Tuxedo,2002,"Action,Comedy,Sci-Fi",5.4,93119,movie
X2: X-Men United,2003,"Action,Sci-Fi,Thriller",7.4,609492,movie
Irreversible,2002,"Crime,Drama,Mystery",7.3,161662,movie
The Office,2001,"Comedy,Drama",8.5,131865,tvSeries
Trailer Park Boys,2001,"Comedy,Crime",8.5,57096,tvSeries
Dil Chahta Hai,2001,"Comedy,Drama,Romance",8.0,79642,movie
The Recruit,2003,"Action,Thriller",6.6,147048,movie
The Rules of Attraction,2002,"Comedy,Drama,Romance",6.6,55477,movie
Before the Devil Knows You're Dead,2007,"Crime,Drama,Thriller",7.3,121430,movie
Mortal Kombat,2021,"Action,Adventure,Fantasy",6.1,203515,movie
The Phantom of the Opera,2004,"Drama,Musical,Romance",7.2,137881,movie
Rush Hour 3,2007,"Action,Comedy,Crime",6.3,198205,movie
The Transporter,2002,"Action,Crime,Thriller",6.8,336955,movie
My Sassy Girl,2001,"Comedy,Drama,Romance",7.9,52767,movie
Rent,2005,"Drama,Musical,Romance",6.9,57983,movie
Austin Powers in Goldmember,2002,"Action,Adventure,Comedy",6.3,233798,movie
Harry Potter and the Chamber of Secrets,2002,"Adventure,Family,Fantasy",7.5,760623,movie
Wrong Turn,2003,"Horror,Thriller",6.1,145016,movie
xXx,2002,"Action,Adventure,Drama",5.9,193145,movie
Ichi the Killer,2001,"Action,Crime,Drama",6.9,63622,movie
The Blue Planet,2001,Documentary,9.0,50651,tvSeries
The Chronicles of Riddick,2004,"Action,Adventure,Sci-Fi",6.6,250906,movie
I Spy,2002,"Action,Adventure,Comedy",5.4,55359,movie
Mindhunters,2004,"Crime,Horror,Thriller",6.3,67132,movie
Far from Heaven,2002,"Drama,Romance",7.3,51441,movie
The Ring,2002,"Horror,Mystery",7.1,400363,movie
Shrek 2,2004,"Adventure,Animation,Comedy",7.4,551376,movie
8 Mile,2002,"Drama,Music",7.2,349252,movie
The Core,2003,"Action,Adventure,Sci-Fi",5.5,114671,movie
Chicago,2002,"Comedy,Crime,Musical",7.2,255510,movie
Gigli,2003,"Comedy,Crime,Romance",2.7,51959,movie
Hero,2002,"Action,Adventure,Drama",7.9,193585,movie
Jersey Girl,2004,"Comedy,Drama,Romance",6.2,74362,movie
Lilya 4-Ever,2002,"Crime,Drama",7.8,55011,movie
Shanghai Knights,2003,"Action,Adventure,Comedy",6.2,117255,movie
Timeline,2003,"Action,Adventure,Sci-Fi",5.6,69065,movie
Good Bye Lenin!,2003,"Comedy,Drama,Romance",7.7,159222,movie
Jeepers Creepers 2,2003,Horror,5.7,76028,movie
The Hot Chick,2002,"Comedy,Fantasy",5.6,109465,movie
Old School,2003,Comedy,7.0,256183,movie
Firefly,2002,"Adventure,Drama,Sci-Fi",8.9,299891,tvSeries
Cabin Fever,2002,Horror,5.6,88379,movie
Harry Potter and the Prisoner of Azkaban,2004,"Adventure,Family,Fantasy",7.9,761204,movie
Mona Lisa Smile,2003,Drama,6.6,98707,movie
The Santa Clause 2,2002,"Comedy,Family,Fantasy",5.8,69614,movie
American Splendor,2003,"Biography,Comedy,Drama",7.4,54542,movie
Anger Management,2003,Comedy,6.3,240937,movie
Charlie's Angels: Full Throttle,2003,"Action,Adventure,Comedy",5.0,138553,movie
Just Married,2003,"Comedy,Romance",5.5,77482,movie
Scary Movie 3,2003,Comedy,5.6,170195,movie
The Wire,2002,"Crime,Drama,Thriller",9.3,427186,tvSeries
Shark Tale,2004,"Adventure,Animation,Comedy",6.0,211521,movie
Solaris,2002,"Drama,Mystery,Romance",6.2,88931,movie
25th Hour,2002,Drama,7.6,191037,movie
Bad Santa,2003,"Comedy,Crime,Drama",7.0,167245,movie
Finding Neverland,2004,"Biography,Drama,Family",7.6,216922,movie
Blood Work,2002,"Action,Crime,Drama",6.4,50588,movie
Final Destination 2,2003,"Horror,Thriller",6.2,216105,movie
Identity,2003,"Mystery,Thriller",7.3,290503,movie
The Dreamers,2003,"Drama,Romance",7.1,141534,movie
Sympathy for Mr. Vengeance,2002,"Crime,Drama,Thriller",7.5,81076,movie
Bowling for Columbine,2002,"Crime,Documentary,Drama",7.9,152177,movie
Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.5,254164,movie
Holes,2003,"Adventure,Comedy,Drama",7.0,108964,movie
The League of Extraordinary Gentlemen,2003,"Action,Adventure,Fantasy",5.8,191428,movie
Wallace & Gromit: The Curse of the Were-Rabbit,2005,"Adventure,Animation,Comedy",7.5,156886,movie
Monk,2002,"Comedy,Crime,Drama",8.1,101211,tvSeries
The Cat in the Hat,2003,"Adventure,Comedy,Family",4.2,93661,movie
CSI: Miami,2002,"Action,Crime,Drama",6.5,64202,tvSeries
Out of Time,2003,"Crime,Drama,Mystery",6.5,71116,movie
Runaway Jury,2003,"Crime,Drama,Thriller",7.1,120941,movie
Two Weeks Notice,2002,"Comedy,Romance",6.2,133992,movie
Love Actually,2003,"Comedy,Drama,Romance",7.5,578723,movie
Tears of the Sun,2003,"Action,Drama,Thriller",6.6,137074,movie
Bruce Almighty,2003,"Comedy,Fantasy",6.8,467183,movie
21 Grams,2003,"Crime,Drama,Thriller",7.6,252938,movie
