Title,Year,Genres,Rating,Votes,Type
The Heat,2013,"Action,Comedy,Crime",6.6,187911,movie
The Day of the Jackal,2024,"Action,Crime,Drama",8.1,127679,tvSeries
Atomic Blonde,2017,"Action,Thriller",6.7,219051,movie
The Kerala Story,2023,Drama,6.7,78834,movie
Creep,2014,"Horror,Thriller",6.3,82512,movie
Philomena,2013,"Biography,Comedy,Drama",7.6,107069,movie
Sense8,2015,"Drama,Mystery,Sci-Fi",8.2,170877,tvSeries
Project Almanac,2015,"Drama,Mystery,Sci-Fi",6.4,87654,movie
Peaky Blinders,2013,"Crime,Drama",8.7,760312,tvSeries
Taken 3,2014,"Action,Crime,Thriller",6.0,214219,movie
Joy,2015,"Biography,Drama",6.6,151942,movie
The Peanuts Movie,2015,"Adventure,Animation,Comedy",7.0,53177,movie
Isn't It Romantic,2019,"Comedy,Fantasy,Musical",5.9,76904,movie
The Fundamentals of Caring,2016,"Comedy,Drama",7.3,86279,movie
Masterminds,2016,"Biography,Comedy,Crime",5.8,65496,movie
The Adam Project,2022,"Action,Adventure,Comedy",6.7,255879,movie
Walk of Shame,2014,Comedy,6.0,59064,movie
Brooklyn Nine-Nine,2013,"Comedy,Crime",8.4,413052,tvSeries
The Ridiculous 6,2015,"Action,Adventure,Comedy",4.9,58205,movie
"Extremely Wicked, Shockingly Evil and Vile",2019,"Biography,Crime,Drama",6.7,111947,movie
Star Wars: Episode VII - The Force Awakens,2015,"Action,Adventure,Sci-Fi",7.7,1021140,movie
Bone Tomahawk,2015,"Drama,Horror,Western",7.1,138655,movie
Burnt,2015,"Comedy,Drama",6.6,141793,movie
Hotel Transylvania 2,2015,"Adventure,Animation,Comedy",6.6,160497,movie
Star Wars: Episode VIII - The Last Jedi,2017,"Action,Adventure,Fantasy",6.8,714410,movie
Star Wars: Episode IX - The Rise of Skywalker,2019,"Action,Adventure,Fantasy",6.3,537822,movie
Lupin,2021,"Action,Crime,Drama",7.5,156940,tvSeries
Blockers,2018,"Comedy,Drama",6.2,91561,movie
Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,855095,movie
Wonder,2017,"Drama,Family",7.9,195380,movie
Blackfish,2013,"Documentary,Drama,Thriller",8.1,76230,movie
The Light Between Oceans,2016,"Drama,Romance",7.2,62854,movie
The Cloverfield Paradox,2018,"Horror,Sci-Fi,Thriller",5.5,120358,movie
Crimson Peak,2015,"Drama,Horror,Mystery",6.5,168704,movie
Pacific Rim: Uprising,2018,"Action,Adventure,Sci-Fi",5.6,136333,movie
A Million Ways to Die in the West,2014,"Comedy,Western",6.1,209320,movie
Attack on Titan,2013,"Action,Adventure,Animation",9.1,697153,tvSeries
Get Hard,2015,"Comedy,Crime,Drama",6.0,154619,movie
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy,Drama",7.7,695560,movie
Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",6.2,133820,movie
Starred Up,2013,"Crime,Drama,Thriller",7.3,51255,movie
Going in Style,2017,"Comedy,Crime",6.6,98349,movie
Gunday,2014,"Action,Drama,Musical",2.8,61249,movie
Silicon Valley,2014,Comedy,8.5,180628,tvSeries
The Tale of The Princess Kaguya,2013,"Animation,Drama,Family",8.0,61274,movie
Me and Earl and the Dying Girl,2015,"Comedy,Drama",7.7,144125,movie
Hell or High Water,2016,"Crime,Drama,Thriller",7.6,275044,movie
Whiplash,2014,"Drama,Music",8.5,1141232,movie
The Fault in Our Stars,2014,"Drama,Romance",7.6,422939,movie
Jojo Rabbit,2019,"Comedy,Drama,War",7.9,484195,movie
The Garden of Words,2013,"Animation,Drama,Romance",7.4,59782,movie
Resident Evil: The Final Chapter,2016,"Action,Horror,Sci-Fi",5.5,107605,movie
Anyone But You,2023,"Comedy,Romance",6.1,169333,movie
'71,2014,"Action,Crime,Drama",7.2,64635,movie
Wayward Pines,2015,"Drama,Horror,Mystery",7.3,64381,tvSeries
Penny Dreadful,2014,"Drama,Fantasy,Horror",8.2,138948,tvSeries
Baahubali: The Beginning,2015,"Action,Drama",8.0,152649,movie
The Originals,2013,"Drama,Fantasy,Horror",8.2,159698,tvSeries
Ted 2,2015,Comedy,6.3,258432,movie
Kantara: A Legend - Chapter 1,2025,"Action,Drama,Fantasy",8.1,54481,movie
Zootopia 2,2025,"Action,Adventure,Animation",7.4,89376,movie
Oddity,2024,"Horror,Thriller",6.7,55887,movie
Sleepy Hollow,2013,"Action,Adventure,Crime",7.3,66745,tvSeries
Midnight Special,2016,"Drama,Mystery,Sci-Fi",6.6,86453,movie
Almost Human,2013,"Action,Crime,Drama",7.9,53537,tvSeries
The Strain,2014,"Drama,Fantasy,Horror",7.3,92816,tvSeries
Maharaja,2024,"Action,Crime,Drama",8.3,80158,movie
Weapons,2025,"Horror,Mystery",7.4,318649,movie
Companion,2025,"Sci-Fi,Thriller",6.9,169485,movie
Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",7.0,269130,movie
The 100,2014,"Action,Drama,Sci-Fi",7.5,301786,tvSeries
The Order,2024,"Crime,Drama,Thriller",6.8,60478,movie
Time Lapse,2014,"Mystery,Sci-Fi,Thriller",6.5,52660,movie
Fences,2016,Drama,7.2,124881,movie
The Watchers,2024,"Fantasy,Horror,Mystery",5.7,68161,movie
How to Train Your Dragon,2025,"Action,Adventure,Comedy",7.7,126907,movie
Me Before You,2016,"Drama,Romance",7.4,330705,movie
Trap,2024,"Crime,Horror,Mystery",5.8,161951,movie
Hitman: Agent 47,2015,"Action,Adventure,Crime",5.7,100909,movie
Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",6.2,148473,movie
Locke,2013,Drama,7.1,168109,movie
Bhool Bhulaiyaa 3,2024,"Comedy,Fantasy,Horror",4.6,78789,movie
Nobody Wants This,2024,"Comedy,Drama,Romance",7.7,81341,tvSeries
The Affair,2014,Drama,7.9,51667,tvSeries
The Leftovers,2014,"Drama,Fantasy,Mystery",8.3,128999,tvSeries
The Boss,2016,Comedy,5.4,50514,movie
Murder Mubarak,2024,"Comedy,Horror,Mystery",5.8,51451,movie
Game Night,2018,"Action,Adventure,Comedy",6.9,275792,movie
Narcos,2015,"Biography,Crime,Drama",8.7,523398,tvSeries
Fountain of Youth,2025,"Action,Adventure,Fantasy",5.7,50662,movie
The Terror,2018,"Adventure,Drama,Horror",7.8,60878,tvSeries
The Grinch,2018,"Animation,Comedy,Family",6.4,113124,movie
The Secret Life of Pets,2016,"Adventure,Animation,Comedy",6.5,234182,movie
Reign,2013,"Drama,History,Romance",7.4,57723,tvSeries
We Live in Time,2024,"Drama,Romance",7.0,70691,movie
Fury,2014,"Action,Drama,War",7.6,603111,movie
Blackhat,2015,"Action,Crime,Thriller",5.5,67308,movie
Ida,2013,Drama,7.4,62906,movie
Everest,2015,"Adventure,Biography,Drama",7.1,246099,movie
The Longest Ride,2015,"Drama,Romance",7.1,94138,movie
"Two Days, One Night",2014,Drama,7.3,52140,movie
Bird Box,2018,"Horror,Mystery,Sci-Fi",6.6,419120,movie
Juror #2,2024,"Crime,Drama,Mystery",7.0,122822,movie
The Blacklist,2013,"Crime,Drama,Mystery",7.9,298997,tvSeries
Paradise,2025,"Action,Drama,Thriller",7.8,64393,tvSeries
Teri Baaton Mein Aisa Uljha Jiya,2024,"Comedy,Drama,Romance",6.2,55521,movie
Abigail,2024,"Action,Comedy,Crime",6.5,115457,movie
A Knight of the Seven Kingdoms,2026,"Action,Adventure,Drama",8.8,191786,tvSeries
Perfect Days,2023,Drama,7.9,101235,movie
Sinister 2,2015,"Horror,Mystery,Thriller",5.3,66782,movie
Speak No Evil,2024,"Drama,Horror,Thriller",6.8,129981,movie
The Housemaid,2025,"Drama,Mystery,Thriller",6.8,104200,movie
Winter Sleep,2014,Drama,8.0,58664,movie
T2 Trainspotting,2017,"Comedy,Crime,Drama",7.1,140854,movie
Beauty and the Beast,2017,"Adventure,Family,Fantasy",7.1,356910,movie
Veronica Mars,2014,"Crime,Drama,Mystery",6.7,56519,movie
Sentimental Value,2025,Drama,7.8,54862,movie
The Monkey,2025,Horror,5.9,91166,movie
Kaiva,2023,"Action,Drama,Romance",7.6,69629,movie
Shaitaan,2024,"Drama,Horror,Thriller",6.5,56138,movie
Shōgun,2024,"Action,Adventure,Drama",8.6,241331,tvSeries
American Crime Story,2016,"Biography,Crime,Drama",8.4,102192,tvSeries
The Interview,2014,"Action,Adventure,Comedy",6.5,375268,movie
Pete's Dragon,2016,"Action,Adventure,Comedy",6.7,64182,movie
Terrifier 3,2024,Horror,6.2,61542,movie
Lust Stories 2,2023,"Drama,Romance",5.7,52035,movie
Annihilation,2018,"Adventure,Drama,Horror",6.8,391298,movie
Black Doves,2024,"Action,Drama,Mystery",7.2,73779,tvSeries
Dept. Q,2025,"Crime,Drama,Mystery",8.1,108591,tvSeries
Task,2025,"Crime,Drama",8.0,68087,tvSeries
Heretic,2024,"Horror,Thriller",7.0,219423,movie
Kingsman: The Secret Service,2014,"Action,Adventure,Comedy",7.7,772670,movie
Leviathan,2014,"Crime,Drama",7.6,59688,movie
Fargo,2014,"Crime,Drama,Thriller",8.8,465347,tvSeries
Saiyaara,2025,"Drama,Musical,Romance",6.3,57629,movie
Chicago P.D.,2014,"Action,Crime,Drama",8.1,51458,tvSeries
Do Patti,2024,"Crime,Drama,Mystery",6.3,70481,movie
Chamak,2023,"Crime,Drama,Musical",6.7,55415,tvSeries
Furious 7,2015,"Action,Thriller",7.1,437663,movie
Sandeep Bhaiya,2023,Drama,9.1,77002,tvSeries
Mike and Dave Need Wedding Dates,2016,"Comedy,Romance",6.0,100126,movie
The Old Man & the Gun,2018,"Biography,Comedy,Crime",6.7,52461,movie
Death of a Unicorn,2025,"Comedy,Fantasy,Horror",5.8,50992,movie
Pitch Perfect 2,2015,"Comedy,Music",6.4,179410,movie
The Croods: A New Age,2020,"Adventure,Animation,Comedy",6.9,60658,movie
Tag,2018,"Action,Comedy",6.5,160337,movie
Anora,2024,"Comedy,Drama,Romance",7.4,265481,movie
Rick and Morty,2013,"Adventure,Animation,Comedy",9.0,688327,tvSeries
Coherence,2013,"Mystery,Sci-Fi,Thriller",7.2,170459,movie
Ride Along 2,2016,"Action,Comedy,Crime",5.9,67079,movie
"As Above, So Below",2014,"Adventure,Horror,Mystery",6.3,129134,movie
Amy,2015,"Biography,Documentary,Music",7.8,57723,movie
Magic in the Moonlight,2014,"Comedy,Drama,Romance",6.5,73350,movie
Nightcrawler,2014,"Crime,Drama,Thriller",7.8,663021,movie
Lucy,2014,"Action,Sci-Fi,Thriller",6.4,575347,movie
Red Sparrow,2018,"Action,Drama,Thriller",6.6,216762,movie
Chef,2014,"Adventure,Comedy,Drama",7.3,248921,movie
Macbeth,2015,"Drama,History,War",6.6,61570,movie
I Origins,2014,"Drama,Mystery,Romance",7.3,140463,movie
Tokyo Vice,2022,"Crime,Drama,Thriller",8.1,55370,tvSeries
Ip Man 3,2015,"Action,Biography,Crime",7.0,64250,movie
Ballers,2015,"Comedy,Drama,Sport",7.6,77977,tvSeries
Nobody 2,2025,"Action,Comedy,Crime",6.3,78103,movie
Dungeons & Dragons: Honor Among Thieves,2023,"Action,Adventure,Comedy",7.2,271615,movie
The Divergent Series: Insurgent,2015,"Action,Adventure,Romance",6.2,270136,movie
The Signal,2014,"Drama,Mystery,Sci-Fi",6.0,72436,movie
The Dressmaker,2015,"Comedy,Drama",7.0,70475,movie
John Wick,2014,"Action,Crime,Thriller",7.5,820702,movie
Smile 2,2024,"Horror,Mystery,Thriller",6.7,136862,movie
Star Wars: Rebels,2014,"Action,Adventure,Animation",8.1,67753,tvSeries
47 Meters Down,2017,"Horror,Mystery,Thriller",5.6,64997,movie
Halo,2022,"Action,Adventure,Sci-Fi",7.3,109530,tvSeries
Far from the Madding Crowd,2015,"Drama,Romance",7.1,57286,movie
Ad Astra,2019,"Adventure,Drama,Mystery",6.5,278734,movie
Everybody Wants Some!!,2016,Comedy,6.9,63924,movie
A Most Violent Year,2014,"Crime,Drama,Thriller",6.9,81470,movie
The Knick,2014,"Drama,History",8.4,56570,tvSeries
Zootopia,2016,"Action,Adventure,Animation",8.0,624907,movie
Soul,2020,"Adventure,Animation,Comedy",8.0,443658,movie
Encanto,2021,"Animation,Comedy,Family",7.2,294379,movie
Nuremberg,2025,"Biography,Drama,History",7.4,65618,movie
Novocaine,2025,"Action,Comedy,Crime",6.5,85632,movie
The Wild Robot,2024,"Adventure,Animation,Family",8.2,216286,movie
Black Phone 2,2025,Horror,6.1,54518,movie
Hot Pursuit,2015,"Action,Comedy,Crime",5.2,57525,movie
The Purge: Anarchy,2014,"Action,Horror,Sci-Fi",6.4,172028,movie
Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi",6.4,788583,movie
Train Dreams,2025,Drama,7.5,84371,movie
The Theory of Everything,2014,"Biography,Drama,Romance",7.7,506236,movie
The Guest,2014,"Action,Mystery,Thriller",6.7,113685,movie
The Hundred-Foot Journey,2014,"Comedy,Drama",7.3,91091,movie
The Christmas Chronicles,2018,"Adventure,Comedy,Family",7.0,93848,movie
Tangerines,2013,"Drama,War",8.1,51498,movie
Babygirl,2024,"Drama,Romance,Thriller",5.8,79493,movie
Outlander,2014,"Adventure,Drama,Fantasy",8.3,197972,tvSeries
The Water Diviner,2014,"Drama,History,War",7.0,80750,movie
Locke & Key,2020,"Drama,Fantasy,Horror",7.3,106952,tvSeries
Wild Tales,2014,"Comedy,Drama,Thriller",8.1,236685,movie
One Battle After Another,2025,"Action,Crime,Drama",7.7,340605,movie
Criminal,2016,"Action,Sci-Fi,Thriller",6.3,74596,movie
Dandadan,2024,"Action,Adventure,Animation",8.3,51849,tvSeries
Materialists,2025,"Comedy,Drama,Romance",6.2,89998,movie
Sapne Vs Everyone,2023,Drama,9.2,75151,tvSeries
Better Call Saul,2015,"Crime,Drama",9.0,818352,tvSeries
The Jungle Book,2016,"Action,Adventure,Animation",7.3,304567,movie
Who Am I,2014,"Crime,Drama,Mystery",7.4,66508,movie
Mortdecai,2015,"Action,Adventure,Comedy",5.5,79762,movie
Inferno,2016,"Action,Adventure,Crime",6.2,201514,movie
Jackass Presents: Bad Grandpa,2013,Comedy,6.5,100474,movie
Man Up,2015,"Comedy,Drama,Romance",6.8,59372,movie
The Conjuring 2,2016,"Horror,Mystery,Thriller",7.3,340030,movie
Hardcore Henry,2015,"Action,Adventure,Sci-Fi",6.7,108182,movie
Creed,2015,"Action,Drama,Sport",7.6,332192,movie
Spy,2015,"Action,Comedy",7.0,273088,movie
Beverly Hills Cop: Axel F,2024,"Action,Comedy,Crime",6.4,86568,movie
The Phoenician Scheme,2025,"Action,Comedy,Crime",6.6,64980,movie
Goodnight Mommy,2014,"Horror,Mystery,Thriller",6.7,63932,movie
Until Dawn,2025,"Drama,Horror,Mystery",5.7,63027,movie
Black Bag,2025,"Drama,Mystery,Romance",6.7,90552,movie
Tusk,2014,"Comedy,Horror",5.4,72170,movie
Jurassic World: Rebirth,2025,"Action,Adventure,Sci-Fi",5.8,185460,movie
Crazy Rich Asians,2018,"Comedy,Drama,Romance",6.9,207528,movie
The Flash,2014,"Action,Adventure,Drama",7.5,384094,tvSeries
Now You See Me 2,2016,"Action,Adventure,Comedy",6.4,358117,movie
Eddington,2025,"Comedy,Drama,Western",6.6,53886,movie
Together,2025,"Horror,Romance",6.7,71423,movie
Circle,2015,"Drama,Horror,Mystery",6.0,72291,movie
Sinners,2025,"Action,Drama,Horror",7.5,416327,movie
Predator: Badlands,2025,"Action,Adventure,Sci-Fi",7.2,125239,movie
Warfare,2025,"Action,Drama,War",7.1,106251,movie
12 Monkeys,2015,"Adventure,Drama,Mystery",7.7,53019,tvSeries
MobLand,2025,"Crime,Drama",8.3,108797,tvSeries
Trainwreck,2015,"Comedy,Drama,Romance",6.2,146847,movie
Luther: The Fallen Sun,2023,"Action,Crime,Drama",6.4,72058,movie
Sleeping with Other People,2015,"Comedy,Drama,Romance",6.5,51282,movie
Mr. Holmes,2015,"Crime,Drama,Family",6.8,70144,movie
Pride,2014,"Biography,Comedy,Drama",7.8,64803,movie
Room,2015,"Drama,Thriller",8.1,478189,movie
Untamed,2025,"Crime,Drama,Mystery",7.1,69090,tvSeries
Sikandar,2025,"Action,Drama",3.6,53615,movie
Before I Wake,2016,"Drama,Fantasy,Horror",6.2,55890,movie
Fantastic Beasts and Where to Find Them,2016,"Adventure,Family,Fantasy",7.2,538148,movie
Happy Gilmore 2,2025,"Comedy,Sport",6.1,115162,movie
The Pitt,2025,Drama,8.9,119111,tvSeries
Insidious: Chapter 3,2015,"Horror,Mystery,Thriller",6.1,127566,movie
The Roses,2025,Comedy,6.6,52762,movie
Extinction,2018,"Action,Drama,Sci-Fi",5.8,61674,movie
Trumbo,2015,"Biography,Drama",7.4,87366,movie
The Cobbler,2014,"Comedy,Drama,Fantasy",5.8,64814,movie
How to Get Away with Murder,2014,"Crime,Drama,Mystery",8.1,177848,tvSeries
28 Years Later: The Bone Temple,2026,"Horror,Sci-Fi,Thriller",7.4,61508,movie
Drop,2025,"Drama,Mystery,Thriller",6.1,53976,movie
Those Who Wish Me Dead,2021,"Action,Drama,Thriller",6.0,78176,movie
A Beautiful Day in the Neighborhood,2019,"Biography,Drama,Family",7.2,93646,movie
Bring Her Back,2025,"Horror,Mystery",7.1,116372,movie
Dexter: Original Sin,2024,"Crime,Drama,Mystery",8.2,63820,tvSeries
Cruella,2021,"Adventure,Comedy,Crime",7.3,293774,movie
The Last Man on Earth,2015,"Action,Comedy,Drama",7.4,67956,tvSeries
The Expanse,2015,"Drama,Mystery,Sci-Fi",8.5,190323,tvSeries
It Follows,2014,"Horror,Mystery,Thriller",6.8,296725,movie
A House of Dynamite,2025,"Drama,Thriller",6.4,111857,movie
Loving Vincent,2017,"Animation,Drama,Mystery",7.8,67791,movie
Sully,2016,"Biography,Drama,History",7.4,320453,movie
The Rip,2026,"Action,Crime,Drama",6.8,109729,movie
Reminiscence,2021,"Mystery,Romance,Sci-Fi",5.9,70595,movie
Little Women,2019,"Drama,Romance",7.8,281481,movie
Power,2014,"Crime,Drama",8.1,58512,tvSeries
Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,"Action,Adventure,Animation",8.4,65380,movie
The Autopsy of Jane Doe,2016,"Horror,Mystery,Thriller",6.8,162683,movie
The Expendables 4,2023,"Action,Adventure,Thriller",4.8,54752,movie
Marty Supreme,2025,"Drama,Sport",7.8,116406,movie
London Has Fallen,2016,"Action,Thriller",5.9,179782,movie
Dhurandhar,2025,"Action,Adventure,Crime",8.3,118604,movie
Dexter: Resurrection,2025,"Crime,Drama,Thriller",9.0,133908,tvSeries
Youth,2015,"Comedy,Drama,Music",7.3,87987,movie
Logan,2017,"Action,Drama,Sci-Fi",8.1,919665,movie
American Ultra,2015,"Action,Comedy",6.1,99947,movie
Still Alice,2014,Drama,7.5,150062,movie
Iron Fist,2017,"Action,Adventure,Crime",6.4,148120,tvSeries
Daredevil,2015,"Action,Crime,Drama",8.6,524939,tvSeries
Luke Cage,2016,"Action,Crime,Drama",7.2,147482,tvSeries
Concussion,2015,"Biography,Drama,Sport",7.1,104506,movie
Queen,2013,"Adventure,Comedy,Drama",8.1,71169,movie
Annabelle,2014,"Horror,Mystery,Thriller",5.5,194461,movie
Pan,2015,"Action,Adventure,Comedy",5.7,69328,movie
Unbreakable Kimmy Schmidt,2015,Comedy,7.5,83083,tvSeries
Jigsaw,2017,"Horror,Mystery,Thriller",5.7,101977,movie
When the Phone Rings,2024,"Drama,Mystery,Romance",5.9,91365,tvSeries
Parasyte: The Maxim,2014,"Action,Animation,Drama",8.2,61589,tvSeries
Road House,2024,"Action,Drama,Thriller",6.2,182406,movie
Tolkien,2019,"Biography,Drama,Romance",6.8,51038,movie
Transformers: The Last Knight,2017,"Action,Adventure,Comedy",5.2,184636,movie
The Brothers Grimsby,2016,"Action,Adventure,Comedy",6.2,119163,movie
X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi",6.8,490083,movie
Scary Stories to Tell in the Dark,2019,"Adventure,Horror,Mystery",6.2,91741,movie
Haider,2014,"Action,Crime,Drama",8.0,60714,movie
Jack Reacher: Never Go Back,2016,"Action,Thriller",6.2,191967,movie
Sicario,2015,"Action,Crime,Drama",7.7,532238,movie
BoJack Horseman,2014,"Animation,Comedy,Drama",8.8,229256,tvSeries
When Marnie Was There,2014,"Animation,Drama,Family",7.6,54586,movie
Haikyu!!,2014,"Animation,Comedy,Drama",8.7,52065,tvSeries
Param Sundari,2025,Romance,5.0,53506,movie
The Naked Gun,2025,"Action,Comedy,Crime",6.3,118616,movie
Murder on the Orient Express,2017,"Comedy,Crime,Drama",6.5,319655,movie
Raees,2017,"Action,Crime,Drama",6.6,54609,movie
The Divergent Series: Allegiant,2016,"Action,Adventure,Fantasy",5.7,145572,movie
Ferdinand,2017,"Adventure,Animation,Comedy",6.7,70540,movie
A Monster Calls,2016,"Adventure,Drama,Family",7.4,98493,movie
What We Do in the Shadows,2014,"Comedy,Horror",7.6,212654,movie
Ice Age: Collision Course,2016,"Action,Adventure,Animation",5.7,85046,movie
Finch,2021,"Adventure,Drama,Sci-Fi",6.9,110384,movie
The Boogeyman,2023,"Horror,Mystery,Thriller",5.9,53199,movie
Happy Valley,2014,"Crime,Drama,Thriller",8.5,72646,tvSeries
War for the Planet of the Apes,2017,"Action,Adventure,Drama",7.4,324968,movie
The Hateful Eight,2015,"Crime,Drama,Mystery",7.8,718077,movie
The Lobster,2015,"Drama,Romance,Sci-Fi",7.1,331423,movie
Despicable Me 3,2017,"Adventure,Animation,Comedy",6.3,178748,movie
Sing,2016,"Animation,Comedy,Family",7.1,210851,movie
Agent Carter,2015,"Action,Adventure,Crime",7.8,94315,tvSeries
Black Widow,2021,"Action,Adventure,Sci-Fi",6.6,473293,movie
Forever,2014,"Crime,Drama,Fantasy",8.2,65999,tvSeries
The Walk,2015,"Adventure,Biography,Drama",7.3,141096,movie
Constantine,2014,"Crime,Drama,Fantasy",7.5,58414,tvSeries
Fan,2016,"Action,Drama,Thriller",6.8,53466,movie
Captain America: Civil War,2016,"Action,Sci-Fi",7.8,920360,movie
iZombie,2015,"Comedy,Crime,Drama",7.8,78681,tvSeries
Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,888010,movie
Bosch,2014,"Crime,Drama",8.5,96772,tvSeries
The Lego Movie 2: The Second Part,2019,"Adventure,Animation,Comedy",6.5,84392,movie
Chip 'n Dale: Rescue Rangers,2022,"Action,Adventure,Animation",6.9,50602,movie
Richard Jewell,2019,"Biography,Crime,Drama",7.5,105978,movie
Scorpion,2014,"Action,Crime,Drama",7.1,63516,tvSeries
Bloodline,2015,"Drama,Thriller",7.8,63129,tvSeries
The Disaster Artist,2017,"Biography,Comedy,Drama",7.3,170964,movie
Moana,2016,"Adventure,Animation,Comedy",7.6,436730,movie
Mechanic: Resurrection,2016,"Action,Adventure,Thriller",5.8,102364,movie
Schitt's Creek,2015,Comedy,8.5,171328,tvSeries
Melania,2026,Documentary,1.4,59605,movie
The Night Before,2015,"Comedy,Fantasy",6.4,90096,movie
Last Week Tonight with John Oliver,2014,"Comedy,News,Talk-Show",8.8,104841,tvSeries
Nerve,2016,"Adventure,Crime,Drama",6.5,146938,movie
American Made,2017,"Action,Comedy,Crime",7.1,231328,movie
Sing Street,2016,"Comedy,Drama,Music",7.9,107176,movie
Heated Rivalry,2025,"Drama,Romance,Sport",8.8,93707,tvSeries
Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama",6.6,58880,movie
Captain Fantastic,2016,"Adventure,Comedy,Drama",7.8,249466,movie
Space Jam: A New Legacy,2021,"Adventure,Animation,Comedy",4.5,86331,movie
Jane the Virgin,2014,"Comedy,Drama",7.8,64210,tvSeries
A Minecraft Movie,2025,"Action,Adventure,Comedy",5.6,154593,movie
The Visit,2015,"Horror,Mystery,Thriller",6.3,172788,movie
Legend,2015,"Biography,Crime,Drama",6.9,222234,movie
West Side Story,2021,"Crime,Drama,Musical",7.1,122013,movie
The Last of Us,2023,"Action,Adventure,Drama",8.5,729631,tvSeries
Knock Knock,2015,"Crime,Thriller",4.9,114631,movie
Cars 3,2017,"Adventure,Animation,Comedy",6.7,148405,movie
Incredibles 2,2018,"Action,Adventure,Animation",7.5,366944,movie
Grace and Frankie,2015,"Comedy,Drama",8.2,61549,tvSeries
Mommy,2014,Drama,8.0,65328,movie
Paper Towns,2015,"Adventure,Comedy,Drama",6.2,111426,movie
The Girl on the Train,2016,"Crime,Drama,Mystery",6.5,210170,movie
Allied,2016,"Action,Drama,Romance",7.1,179108,movie
Predator: Killer of Killers,2025,"Action,Adventure,Animation",7.4,58484,movie
Blood Father,2016,"Action,Crime,Drama",6.4,70658,movie
Taboo,2017,"Drama,Mystery,Thriller",8.3,162081,tvSeries
The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,999986,movie
The Dig,2021,"Biography,Drama,History",7.1,88923,movie
Bridge of Spies,2015,"Drama,History,Thriller",7.6,343249,movie
The BFG,2016,"Adventure,Family,Fantasy",6.3,98941,movie
Elvis,2022,"Biography,Drama,Music",7.3,259559,movie
Unfriended,2014,"Drama,Fantasy,Horror",5.6,86869,movie
Irrational Man,2015,"Comedy,Crime,Drama",6.6,70329,movie
Elle,2016,"Action,Crime,Drama",7.1,74270,movie
Underworld: Blood Wars,2016,"Action,Fantasy,Thriller",5.8,85733,movie
Power Rangers,2017,"Action,Adventure,Fantasy",5.9,118939,movie
Kong: Skull Island,2017,"Action,Adventure,Fantasy",6.7,372291,movie
Godzilla: King of the Monsters,2019,"Action,Adventure,Fantasy",6.0,227387,movie
Lion,2016,"Biography,Drama",8.0,265300,movie
Fear the Walking Dead,2015,"Drama,Horror,Sci-Fi",6.8,153326,tvSeries
Gerald's Game,2017,"Drama,Horror,Thriller",6.5,141362,movie
Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,750424,movie
Gotham,2014,"Action,Crime,Drama",7.8,250916,tvSeries
Jungle,2017,"Adventure,Biography,Drama",6.7,70092,movie
Ferrari,2023,"Biography,Drama,History",6.4,66822,movie
The Ice Road,2021,"Action,Adventure,Thriller",5.7,56518,movie
The Equalizer 2,2018,"Action,Crime,Mystery",6.7,227049,movie
Snowden,2016,"Biography,Crime,Drama",7.3,171990,movie
Love,2015,"Drama,Romance",6.1,73517,movie
Solo: A Star Wars Story,2018,"Action,Adventure,Sci-Fi",6.9,406666,movie
La La Land,2016,"Comedy,Drama,Music",8.0,753422,movie
Sonic the Hedgehog,2020,"Action,Adventure,Comedy",6.5,190527,movie
The Kissing Booth,2018,"Comedy,Romance",5.9,103106,movie
The Nice Guys,2016,"Action,Comedy,Crime",7.4,410135,movie
Son of Saul,2015,"Drama,War",7.4,54293,movie
Malignant,2021,"Crime,Horror,Mystery",6.2,120715,movie
The Predator,2018,"Action,Adventure,Sci-Fi",5.3,161677,movie
Only the Brave,2017,"Action,Biography,Drama",7.6,90729,movie
To All the Boys I've Loved Before,2018,"Comedy,Drama,Romance",7.0,138707,movie
Baby,2015,"Action,Thriller",7.9,62992,movie
Dope,2015,"Adventure,Comedy,Crime",7.2,91647,movie
Krampus,2015,"Comedy,Fantasy,Horror",6.2,94432,movie
Cargo,2017,"Drama,Horror,Sci-Fi",6.3,52108,movie
Dumbo,2019,"Adventure,Animation,Family",6.2,87987,movie
Bajrangi Bhaijaan,2015,"Adventure,Comedy,Drama",8.1,110278,movie
Into the Badlands,2015,"Action,Adventure,Drama",7.9,52629,tvSeries
The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,156463,movie
Stronger,2017,"Biography,Drama",6.9,53537,movie
The Boy,2016,"Horror,Mystery,Thriller",6.0,107671,movie
Baby Driver,2017,"Action,Crime,Drama",7.5,678292,movie
