Title,Year,Genres,Rating,Votes,Type,Popularity,Decade
Cujo,1983,"Horror,Thriller",6.1,55366,movie,66.6224978921217,1980
The Dead Zone,1983,"Drama,Fantasy,Thriller",7.2,84056,movie,81.642517361054,1980
Flashdance,1983,"Drama,Music,Romance",6.2,63727,movie,68.58665440437349,1980
Halloween III: Season of the Witch,1982,"Horror,Mystery,Sci-Fi",5.2,67436,movie,57.818458250465596,1980
Jaws 3-D,1983,"Adventure,Horror,Thriller",3.7,52511,movie,40.214478416636105,1980
The King of Comedy,1982,"Comedy,Crime,Drama",7.8,131807,movie,91.9549332812301,1980
Monty Python's the Meaning of Life,1983,"Comedy,Musical",7.5,129646,movie,88.29422203647172,1980
National Lampoon's Vacation,1983,"Adventure,Comedy",7.3,127824,movie,85.8363900560693,1980
Never Say Never Again,1983,"Action,Adventure,Thriller",6.1,77566,movie,68.67919524155165,1980
Octopussy,1983,"Action,Adventure,Thriller",6.5,120175,movie,76.02857790295405,1980
The Outsiders,1983,"Crime,Drama",7.0,108712,movie,81.17520223820233,1980
Star Wars: Episode VI - Return of the Jedi,1983,"Action,Adventure,Fantasy",8.3,1202052,movie,116.1961874312945,1980
The Right Stuff,1983,"Adventure,Biography,Drama",7.8,68799,movie,86.88376701367022,1980
Risky Business,1983,"Comedy,Crime,Drama",6.8,107595,movie,78.78568030915477,1980
Scarface,1983,"Crime,Drama",8.3,1007405,movie,114.72997268709123,1980
Sudden Impact,1983,"Action,Crime,Thriller",6.6,52098,movie,71.68182013930542,1980
Superman III,1983,"Action,Adventure,Comedy",5.0,81000,movie,56.51102216827287,1980
Terms of Endearment,1983,"Comedy,Drama",7.4,70044,movie,82.56090382293927,1980
Trading Places,1983,Comedy,7.5,181365,movie,90.81200140707342,1980
Videodrome,1983,"Drama,Horror,Sci-Fi",7.2,112184,movie,83.7208487477267,1980
WarGames,1983,"Action,Drama,Sci-Fi",7.1,120690,movie,83.0769619306448,1980
2010: The Year We Make Contact,1984,"Adventure,Mystery,Sci-Fi",6.7,60831,movie,73.80622720312505,1980
Amadeus,1984,"Biography,Drama,Music",8.4,465338,movie,109.62436213881057,1980
Beverly Hills Cop,1984,"Action,Comedy,Crime",7.4,230873,movie,91.3872106052814,1980
Blood Simple,1984,"Crime,Drama,Thriller",7.5,113182,movie,87.2756431613024,1980
Children of the Corn,1984,"Horror,Thriller",5.6,62406,movie,61.83193354005465,1980
Conan the Destroyer,1984,"Action,Adventure,Fantasy",5.9,90068,movie,67.30908929551936,1980
Dune,1984,"Action,Adventure,Sci-Fi",6.2,191907,movie,75.42155018370721,1980
Footloose,1984,"Drama,Music,Romance",6.6,101347,movie,76.07361663691266,1980
Friday the 13th: The Final Chapter,1984,"Horror,Thriller",6.0,65922,movie,66.57736502357362,1980
Ghostbusters,1984,"Action,Comedy,Fantasy",7.8,484560,movie,102.10977302490765,1980
Gremlins,1984,"Comedy,Fantasy,Horror",7.3,272956,movie,91.37458098981895,1980
Indiana Jones and the Temple of Doom,1984,"Action,Adventure",7.5,565291,movie,99.33821941339951,1980
The Karate Kid,1984,"Action,Drama,Family",7.3,269418,movie,91.27934129785928,1980
Nausicaä of the Valley of the Wind,1984,"Adventure,Animation,Sci-Fi",8.0,196000,movie,97.48695950570124,1980
The Killing Fields,1984,"Biography,Drama,History",7.8,63364,movie,86.24187901530817,1980
The Natural,1984,"Drama,Sport",7.4,57241,movie,81.06719020825521,1980
A Nightmare on Elm Street,1984,Horror,7.4,289193,movie,93.05388677560673,1980
1984,1984,"Drama,Sci-Fi",7.0,87559,movie,79.66047691582062,1980
Once Upon a Time in America,1984,"Crime,Drama",8.3,406653,movie,107.2004388236297,1980
"Paris, Texas",1984,Drama,8.1,139166,movie,95.93172422781184,1980
Police Academy,1984,Comedy,6.7,148268,movie,79.77540406430533,1980
Red Dawn,1984,"Action,Drama,Thriller",6.3,68298,movie,70.1293053040856,1980
Revenge of the Nerds,1984,Comedy,6.6,61906,movie,72.82025773775507,1980
Romancing the Stone,1984,"Action,Adventure,Comedy",6.9,111367,movie,80.18204569623784,1980
Sixteen Candles,1984,"Comedy,Romance",7.0,134823,movie,82.6820266023589,1980
Splash,1984,"Comedy,Fantasy,Romance",6.3,88598,movie,71.76874674674224,1980
Star Trek III: The Search for Spock,1984,"Action,Adventure,Sci-Fi",6.7,90336,movie,76.45565191805655,1980
Starman,1984,"Romance,Sci-Fi",7.0,56929,movie,76.64692109451735,1980
The Terminator,1984,"Action,Adventure,Sci-Fi",8.1,997670,movie,111.8867404982526,1980
This Is Spinal Tap,1984,"Comedy,Music",7.9,160154,movie,94.67273993734779,1980
Top Secret!,1984,"Comedy,Crime,Music",7.2,81582,movie,81.42742028436294,1980
The NeverEnding Story,1984,"Adventure,Drama,Family",7.3,169194,movie,87.88324923108794,1980
Blackadder II,1986,Comedy,8.6,53611,tvSeries,93.64978212900196,1980
Dragon Ball,1986,"Action,Adventure,Animation",8.5,75745,tvSeries,95.49858557403562,1980
The Golden Girls,1985,"Comedy,Drama",8.2,52385,tvSeries,89.10427967225392,1980
After Hours,1985,"Comedy,Crime,Drama",7.6,96042,movie,87.19131064828811,1980
Back to the Future,1985,"Adventure,Comedy,Sci-Fi",8.5,1440784,movie,120.53593272664446,1980
Better Off Dead,1985,"Comedy,Romance",7.1,53447,movie,77.2937650923597,1980
Brazil,1985,"Drama,Sci-Fi,Thriller",7.8,221703,movie,96.01093263303811,1980
The Breakfast Club,1985,"Comedy,Drama",7.8,469997,movie,101.87175640735974,1980
Clue,1985,"Comedy,Crime,Mystery",7.3,121728,movie,85.47967358319455,1980
Cocoon,1985,"Comedy,Drama,Sci-Fi",6.7,72881,movie,75.01710779526894,1980
The Color Purple,1985,Drama,7.7,103612,movie,88.92274492805981,1980
Commando,1985,"Action,Adventure,Thriller",6.7,186824,movie,81.3240792504158,1980
Day of the Dead,1985,"Horror,Thriller",7.1,79338,movie,80.09845464907264,1980
Enemy Mine,1985,"Action,Adventure,Drama",6.9,54563,movie,75.25906780676635,1980
Fletch,1985,"Comedy,Crime,Mystery",6.9,61174,movie,76.04819503725028,1980
Fright Night,1985,Horror,7.0,87677,movie,79.66990420387613,1980
The Goonies,1985,"Adventure,Comedy,Family",7.7,324787,movie,97.72012143615346,1980
The Jewel of the Nile,1985,"Action,Adventure,Comedy",6.1,65931,movie,67.68782051952535,1980
Ladyhawke,1985,"Adventure,Comedy,Drama",6.9,54929,movie,75.30519737616123,1980
Legend,1985,"Adventure,Fantasy,Romance",6.3,79312,movie,71.07121173764024,1980
Mad Max Beyond Thunderdome,1985,"Action,Adventure,Sci-Fi",6.2,161531,movie,74.3532045928725,1980
National Lampoon's European Vacation,1985,"Adventure,Comedy",6.2,75842,movie,69.66572654891307,1980
A Nightmare on Elm Street 2: Freddy's Revenge,1985,Horror,5.5,85672,movie,62.47054731544391,1980
Out of Africa,1985,"Biography,Drama,Romance",7.2,92364,movie,82.3211465135207,1980
Pale Rider,1985,"Drama,Western",7.3,70411,movie,81.48336489356474,1980
Pee-wee's Big Adventure,1985,"Adventure,Comedy,Family",7.1,63400,movie,78.50625589701976,1980
Police Academy 2: Their First Assignment,1985,Comedy,5.8,63089,movie,64.10334989982717,1980
The Purple Rose of Cairo,1985,"Comedy,Fantasy,Romance",7.6,58905,movie,83.47597754316966,1980
Rambo: First Blood Part II,1985,"Action,Adventure,Thriller",6.5,194890,movie,79.17123874280446,1980
Ran,1985,"Action,Drama,War",8.2,150765,movie,97.77251641944098,1980
Re-Animator,1985,"Comedy,Horror,Sci-Fi",7.1,78090,movie,79.9858827352627,1980
The Return of the Living Dead,1985,"Comedy,Horror,Sci-Fi",7.3,76780,movie,82.11550612044995,1980
Rocky IV,1985,"Drama,Sport",6.9,243424,movie,85.57766439879948,1980
Silverado,1985,"Action,Drama,Western",7.2,53937,movie,78.44811824011971,1980
Spies Like Us,1985,"Adventure,Comedy",6.4,55842,movie,69.9538019418481,1980
St. Elmo's Fire,1985,"Drama,Romance",6.4,51459,movie,69.43066017969879,1980
Teen Wolf,1985,"Comedy,Fantasy,Romance",6.1,65219,movie,67.621587310685,1980
A View to a Kill,1985,"Action,Adventure,Thriller",6.3,111842,movie,73.236507371983,1980
Weird Science,1985,"Comedy,Romance,Sci-Fi",6.6,105171,movie,76.31806298083319,1980
Witness,1985,"Crime,Drama,Romance",7.3,113160,movie,84.94687358553317,1980
Crocodile Dundee,1986,"Adventure,Comedy",6.7,123692,movie,78.56118422075134,1980
Aliens,1986,"Action,Adventure,Horror",8.4,836403,movie,114.54967299997837,1980
An American Tail,1986,"Adventure,Animation,Comedy",6.9,61329,movie,76.06565584344652,1980
Big Trouble in Little China,1986,"Action,Adventure,Comedy",7.2,166062,movie,86.54483873939812,1980
Blue Velvet,1986,"Crime,Drama,Mystery",7.7,243466,movie,95.50104087651364,1980
Cobra,1986,"Action,Crime,Thriller",5.8,85333,movie,65.85503586550857,1980
The Color of Money,1986,"Drama,Sport",7.0,100607,movie,80.63283981712397,1980
Down by Law,1986,"Comedy,Crime,Drama",7.6,58419,movie,83.41301308360963,1980
Ferris Bueller's Day Off,1986,Comedy,7.8,413588,movie,100.87447958808326,1980
Flight of the Navigator,1986,"Adventure,Comedy,Family",6.9,55026,movie,75.31737145053029,1980
The Fly,1986,"Drama,Horror,Sci-Fi",7.6,222763,movie,93.5853641581656,1980
Friday the 13th Part VI: Jason Lives,1986,"Horror,Thriller",6.0,56910,movie,65.69535810958303,1980
The Golden Child,1986,"Action,Adventure,Comedy",6.0,63197,movie,66.32407266392316,1980
The Great Mouse Detective,1986,"Adventure,Animation,Family",7.1,58527,movie,77.93842860295813,1980
Hannah and Her Sisters,1986,"Comedy,Drama",7.8,81214,movie,88.17777481563431,1980
Heartbreak Ridge,1986,"Drama,War",6.8,51982,movie,73.8388389297879,1980
Highlander,1986,"Action,Adventure,Fantasy",7.0,157694,movie,83.7788820771195,1980
The Hitcher,1986,"Mystery,Thriller",7.2,58498,movie,79.03258448112962,1980
Hoosiers,1986,"Drama,Sport",7.4,56680,movie,80.99430753415417,1980
Howard the Duck,1986,"Action,Adventure,Comedy",4.8,54298,movie,52.33076482958963,1980
Come and See,1985,"Drama,Thriller,War",8.3,121101,movie,97.14635555330688,1980
The Karate Kid Part II,1986,"Action,Family,Sport",6.2,108831,movie,71.90481929560252,1980
Labyrinth,1986,"Adventure,Family,Fantasy",7.3,163304,movie,87.62459204620997,1980
Little Shop of Horrors,1986,"Comedy,Horror,Musical",7.1,94086,movie,81.30894820992451,1980
Manhunter,1986,"Crime,Mystery,Thriller",7.2,90791,movie,82.19747117328514,1980
The Mission,1986,"Adventure,Drama,History",7.4,70521,movie,82.61112704421365,1980
The Money Pit,1986,Comedy,6.4,66609,movie,71.08220788821559,1980
The Name of the Rose,1986,"Drama,Mystery,Thriller",7.7,126411,movie,90.45416212313148,1980
Platoon,1986,"Drama,War",8.1,470366,movie,105.79625779174621,1980
Police Academy 3: Back in Training,1986,Comedy,5.4,51676,movie,58.60484317483304,1980
Pretty in Pink,1986,"Comedy,Drama,Romance",6.7,94938,movie,76.78856148384516,1980
A Room with a View,1985,"Drama,Romance",7.2,52039,movie,78.1901907584696,1980
Short Circuit,1986,"Comedy,Family,Sci-Fi",6.6,70237,movie,73.65356141015874,1980
Stand by Me,1986,"Adventure,Comedy,Drama",8.1,483728,movie,106.02315215847194,1980
Star Trek IV: The Voyage Home,1986,"Adventure,Comedy,Sci-Fi",7.3,96269,movie,83.76678193744256,1980
Castle in the Sky,1986,"Adventure,Animation,Family",8.0,196827,movie,97.52064359449481,1980
Three Amigos!,1986,"Comedy,Western",6.5,91834,movie,74.28029620965705,1980
Top Gun,1986,"Action,Drama",7.0,547180,movie,92.48773166440444,1980
Blackadder the Third,1987,Comedy,8.6,50385,tvSeries,93.11605960014471,1980
Full House,1987,"Comedy,Drama,Family",6.8,66790,tvSeries,75.54329880449383,1980
Married... with Children,1987,Comedy,8.1,117449,tvSeries,94.55745175389433,1980
Star Trek: The Next Generation,1987,"Action,Adventure,Drama",8.7,148810,tvSeries,103.62070274978963,1980
Crocodile Dundee II,1988,"Action,Adventure,Comedy",5.7,64166,movie,63.09460389995177,1980
Adventures in Babysitting,1987,"Adventure,Comedy,Crime",6.9,53718,movie,75.15137359704926,1980
Angel Heart,1987,"Horror,Mystery,Thriller",7.2,103313,movie,83.12773315850706,1980
Bad Taste,1987,"Comedy,Horror,Sci-Fi",6.5,51205,movie,70.48335100631199,1980
Beverly Hills Cop II,1987,"Action,Comedy,Crime",6.6,147464,movie,78.54883975736166,1980
Bloodsport,1988,"Action,Biography,Drama",6.8,102446,movie,78.45221954438925,1980
Dirty Dancing,1987,"Drama,Music,Romance",7.1,278426,movie,89.01204391659307,1980
Empire of the Sun,1987,"Drama,War",7.7,142115,movie,91.35581738344098,1980
Evil Dead II,1987,"Comedy,Horror",7.7,195171,movie,93.79856159789809,1980
Fatal Attraction,1987,"Drama,Thriller",6.9,110499,movie,80.12805607586415,1980
Full Metal Jacket,1987,"Drama,War",8.2,846333,movie,111.91907906093478,1980
"Good Morning, Vietnam",1987,"Biography,Comedy,Drama",7.3,164576,movie,87.6812325645949,1980
Hellraiser,1987,"Horror,Thriller",6.9,152965,movie,82.37195447064494,1980
Wings of Desire,1987,"Drama,Fantasy,Romance",7.9,83411,movie,89.51913024565812,1980
Innerspace,1987,"Action,Adventure,Comedy",6.8,69346,movie,75.79867347033044,1980
Jaws: The Revenge,1987,"Adventure,Horror,Thriller",3.1,53320,movie,33.7406070003072,1980
The Last Emperor,1987,"Biography,Drama,History",7.7,118916,movie,89.98352933176126,1980
Lethal Weapon,1987,"Action,Crime,Thriller",7.6,294432,movie,95.70530550242387,1980
The Living Daylights,1987,"Action,Adventure,Thriller",6.7,113591,movie,77.99040903041649,1980
The Lost Boys,1987,"Comedy,Horror",7.2,176339,movie,86.97717761588521,1980
Moonstruck,1987,"Comedy,Drama,Romance",7.2,78208,movie,81.12331600625673,1980
A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy,Horror",6.7,99306,movie,77.0899405168296,1980
No Way Out,1987,"Action,Crime,Drama",7.1,54845,movie,77.47709075730258,1980
Over the Top,1987,"Action,Drama,Sport",5.9,64756,movie,65.36245167223224,1980
Overboard,1987,"Comedy,Romance",6.9,75559,movie,77.50541670038454,1980
"Planes, Trains & Automobiles",1987,"Comedy,Drama",7.6,179764,movie,91.95544120462318,1980
Predator,1987,"Action,Adventure,Horror",7.8,497436,movie,102.31433303589776,1980
Prince of Darkness,1987,"Fantasy,Horror",6.6,55196,movie,72.06306205475153,1980
The Princess Bride,1987,"Adventure,Comedy,Family",8.0,483173,movie,104.70504037246475,1980
Raising Arizona,1987,"Comedy,Crime",7.3,159873,movie,87.46958571191634,1980
RoboCop,1987,"Action,Crime,Sci-Fi",7.6,306650,movie,96.01431356401139,1980
The Running Man,1987,"Action,Sci-Fi,Thriller",6.6,189585,movie,80.20711216154562,1980
Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,225421,movie,87.51264781204384,1980
Superman IV: The Quest for Peace,1987,"Action,Adventure,Sci-Fi",3.8,58139,movie,41.688249501589674,1980
Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,61319,movie,67.2454546522545,1980
The Untouchables,1987,"Crime,Drama,Thriller",7.8,352249,movie,99.62233000873971,1980
Wall Street,1987,"Crime,Drama",7.3,173889,movie,88.0830588382625,1980
The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.6,83793,movie,74.81829135502652,1980
Withnail and I,1987,"Comedy,Drama",7.5,51774,movie,81.40982528802272,1980
Poirot,1989,"Crime,Drama,Mystery",8.6,58378,tvSeries,94.38237171541726,1980
Akira,1988,"Action,Animation,Drama",8.0,224539,movie,98.574437523627,1980
Beetlejuice,1988,"Comedy,Fantasy",7.4,416190,movie,95.74783902649733,1980
Big,1988,"Comedy,Drama,Fantasy",7.3,258783,movie,90.98533960712929,1980
Bull Durham,1988,"Comedy,Romance,Sport",7.0,63792,movie,77.44368148734794,1980
Child's Play,1988,"Horror,Thriller",6.7,131026,movie,78.94711207367585,1980
Cocktail,1988,"Comedy,Drama,Romance",5.9,97754,movie,67.79223544658633,1980
Coming to America,1988,"Comedy,Romance",7.1,238866,movie,87.92397182998819,1980
Dangerous Liaisons,1988,"Drama,Romance",7.5,79592,movie,84.63501648201895,1980
The Dead Pool,1988,"Action,Crime,Mystery",6.3,52157,movie,68.43068618153696,1980
Dead Ringers,1988,"Drama,Horror,Thriller",7.2,58498,movie,79.03258448112962,1980
Die Hard,1988,"Action,Thriller",8.2,1024619,movie,113.48661743192571,1980
Dirty Rotten Scoundrels,1988,"Comedy,Crime",7.4,85588,movie,84.04402270386262,1980
A Fish Called Wanda,1988,"Comedy,Crime",7.5,164811,movie,90.09415981352103,1980
Frantic,1988,"Crime,Drama,Mystery",6.8,61387,movie,74.96968288426899,1980
The Big Blue,1988,"Adventure,Drama,Sport",7.5,58466,movie,82.32150500758912,1980
The Great Outdoors,1988,"Adventure,Comedy",6.6,56727,movie,72.24363674120558,1980
Halloween 4: The Return of Michael Myers,1988,"Horror,Thriller",5.8,64270,movie,64.21091978251893,1980
Hellbound: Hellraiser II,1988,"Horror,Thriller",6.4,60548,movie,70.47162699444772,1980
Grave of the Fireflies,1988,"Animation,Drama,War",8.5,379520,movie,109.19663189048727,1980
Killer Klowns from Outer Space,1988,"Comedy,Horror,Sci-Fi",6.2,52054,movie,67.33222890569785,1980
The Land Before Time,1988,"Adventure,Animation,Drama",7.4,106544,movie,85.66471860019298,1980
The Last Temptation of Christ,1988,Drama,7.5,67533,movie,83.40278734711704,1980
Midnight Run,1988,"Action,Comedy,Crime",7.5,103125,movie,86.57772842727736,1980
Mississippi Burning,1988,"Crime,Drama,Mystery",7.8,127119,movie,91.67245568985582,1980
Women on the Verge of a Nervous Breakdown,1988,"Comedy,Drama",7.5,50265,movie,81.18798216629641,1980
The Naked Gun: From the Files of Police Squad!,1988,"Comedy,Crime",7.6,220369,movie,93.50324606688172,1980
A Nightmare on Elm Street 4: The Dream Master,1988,Horror,5.6,67637,movie,62.28269851761859,1980
Cinema Paradiso,1988,"Drama,Romance",8.5,315566,movie,107.62804661218226,1980
Oliver & Company,1988,"Adventure,Animation,Comedy",6.6,56738,movie,72.24491643098176,1980
Rain Man,1988,Drama,8.0,581688,movie,106.1895160039661,1980
Rambo III,1988,"Action,Adventure,Thriller",5.8,148807,movie,69.08035157105527,1980
Red Heat,1988,"Action,Comedy,Crime",6.1,81063,movie,68.94818964563177,1980
Scrooged,1988,"Comedy,Drama,Fantasy",6.9,128630,movie,81.17639788100206,1980
The Vanishing,1988,"Mystery,Thriller",7.6,54389,movie,82.86977076951639,1980
They Live,1988,"Action,Horror,Sci-Fi",7.2,162573,movie,86.39195335666004,1980
My Neighbor Totoro,1988,"Adventure,Animation,Comedy",8.1,427362,movie,105.01963233664686,1980
Twins,1988,"Comedy,Crime",6.2,147883,movie,73.8058955372953,1980
Who Framed Roger Rabbit,1988,"Adventure,Animation,Comedy",7.7,232278,movie,95.13881461046272,1980
Willow,1988,"Action,Adventure,Drama",7.2,138757,movie,85.25145226166316,1980
Working Girl,1988,"Comedy,Drama,Romance",6.8,67442,movie,75.60935808794031,1980
Young Guns,1988,"Action,Drama,Western",6.8,73386,movie,76.18372153286484,1980
Blackadder Goes Forth,1989,"Comedy,War",8.8,64862,tvSeries,97.50415149228078,1980
Mr. Bean,1990,"Comedy,Family",8.6,149986,tvSeries,102.4973562243474,1990
The Simpsons,1989,"Animation,Comedy",8.6,466352,tvSeries,112.25318553782404,1980
The 'Burbs,1989,"Comedy,Mystery,Thriller",6.8,91138,movie,77.65688481814553,1980
The Abyss,1989,"Adventure,Drama,Mystery",7.5,208185,movie,91.84636789843537,1980
The Adventures of Baron Munchausen,1988,"Adventure,Comedy,Fantasy",7.1,59714,movie,78.08098462203307,1980
All Dogs Go to Heaven,1989,"Adventure,Animation,Comedy",6.8,50408,movie,73.62975516702886,1980
Back to the Future Part II,1989,"Adventure,Comedy,Sci-Fi",7.8,617460,movie,104.00028263085389,1980
Batman,1989,"Action,Adventure",7.5,430232,movie,97.2905990779264,1980
Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Music",6.9,148830,movie,82.18286395834612,1980
Black Rain,1989,"Action,Crime,Drama",6.6,64114,movie,73.05155898346281,1980
Born on the Fourth of July,1989,"Biography,Drama,War",7.2,123915,movie,84.43692810478595,1980
Casualties of War,1989,"Action,Crime,Drama",7.1,51498,movie,77.03001758171854,1980
Crimes and Misdemeanors,1989,"Comedy,Drama",7.8,63085,movie,86.20745875842236,1980
Dead Poets Society,1989,"Comedy,Drama",8.1,643810,movie,108.33878733705295,1980
The Killer,1989,"Action,Crime,Drama",7.7,54734,movie,84.0088508299513,1980
Do the Right Thing,1989,"Comedy,Drama",7.9,123171,movie,92.59849841082521,1980
Driving Miss Daisy,1989,"Comedy,Drama",7.3,123783,movie,85.60188277430309,1980
Field of Dreams,1989,"Drama,Family,Fantasy",7.5,138090,movie,88.76745694109547,1980
